0_age_at_initial_pathologic_diagnosis,1_hsa.miR.1266.5p,1_hsa.miR.15b.5p,1_hsa.miR.23b.5p,1_hsa.miR.27b.5p,1_hsa.miR.30c.1.3p,1_hsa.miR.335.3p,1_hsa.miR.361.3p,1_hsa.miR.361.5p,1_hsa.miR.362.3p,1_hsa.miR.381.3p,1_hsa.miR.409.3p,1_hsa.miR.452.5p,1_hsa.miR.551b.3p,1_hsa.miR.615.3p,1_hsa.miR.664a.3p,1_hsa.miR.9.5p,1_hsa.miR.96.5p,2_ABCA12.26154,2_ABCA8.10351,2_ABCC8.6833,2_ACACA.31,2_ACACB.32,2_ACAD10.80724,2_ACO1.48,2_ADAMDEC1.27299,2_ADM2.79924,2_AKR7A3.22977,2_ANKK1.255239,2_ANKRD6.22881,2_AP2S1.1175,2_ARFIP1.27236,2_ARGFX.503582,2_ARL9.132946,2_ARMC10.83787,2_ARNTL.406,2_ASB13.79754,2_B3GAT1.27087,2_B9D2.80776,2_BACH1.571,2_BCAS2.10286,2_BID.637,2_BST1.683,2_C16orf45.89927,2_C17orf59.54785,2_C19orf69.100170765,2_C1orf189.388701,2_C1QL1.10882,2_C20orf123.128506,2_C21orf29.54084,2_C2orf67.151050,2_C3orf19.51244,2_C4orf22.255119,2_C6orf147.387097,2_C6orf225.619208,2_C7orf42.55069,2_CABC1.56997,2_CASP9.842,2_CCDC8.83987,2_CCL14.CCL15.348249,2_CD207.50489,2_CD5.921,2_CDC6.990,2_CDK13.8621,2_CDKN2BAS.100048912,2_CELSR1.9620,2_CHRNB4.1143,2_CHST10.9486,2_CLDN7.1366,2_CLTA.1211,2_CNIH3.149111,2_COL5A3.50509,2_CPNE8.144402,2_CST6.1474,2_CTBS.1486,2_CTCFL.140690,2_CTNND1.1500,2_CXCR6.10663,2_CXorf22.170063,2_CYLC1.1538,2_CYP27A1.1593,2_DAD1.1603,2_DALRD3.55152,2_DAPL1.92196,2_DBC1.1620,2_DCAF11.80344,2_DDX41.51428,2_DEPDC1.55635,2_DGCR2.9993,2_DLX1.1745,2_DNAJA1.3301,2_DNAJB13.374407,2_DSCAM.1826,2_DUSP5.1847,2_ECSIT.51295,2_EFCAB10.100130771,2_EFHB.151651,2_EFS.10278,2_EGF.1950,2_EGLN1.54583,2_EGLN2.112398,2_EMR2.30817,2_ENC1.8507,2_ENG.2022,2_ERBB2.2064,2_ERN1.2081,2_ESPNL.339768,2_FAM10A4.145165,2_FAM111A.63901,2_FAM134A.79137,2_FAM35B.414241,2_FAM66C.440078,2_FAM86B2.653333,2_FAM92B.339145,2_FBXL4.26235,2_FEZF1.389549,2_FEZF2.55079,2_FGGY.55277,2_FGL2.10875,2_FLVCR2.55640,2_GALNT3.2591,2_GCA.25801,2_GGCT.79017,2_GGT8P.645367,2_GLI3.2737,2_GLO1.2739,2_GOLGA2.2801,2_GPR156.165829,2_GPR18.2841,2_GRAMD2.196996,2_GRHPR.9380,2_GRID2IP.392862,2_GRINL1A.81488,2_GSS.2937,2_GTF2H5.404672,2_HGSNAT.138050,2_HILS1.373861,2_HIST2H3D.653604,2_HMGB1.3146,2_HOXC13.3229,2_IMMT.10989,2_INTS10.55174,2_IRAK2.3656,2_IRX5.10265,2_ISL2.64843,2_ITGB1BP2.26548,2_ITGB3BP.23421,2_KIAA0467.23334,2_KIAA1370.56204,2_KIAA1549.57670,2_KIAA1644.85352,2_KIF13A.63971,2_KLF12.11278,2_KLF16.83855,2_KPNA2.3838,2_LCNL1.401562,2_LILRB3.11025,2_LMO7.4008,2_LOC100132215.100132215,2_LOC145837.145837,2_LOC146336.146336,2_LOC284023.284023,2_LOC284276.284276,2_LOC650368.650368,2_MAML3.55534,2_MARCH5.54708,2_MAT1A.4143,2_MECP2.4204,2_MEGF6.1953,2_METTL6.131965,2_MKI67.4288,2_MLLT10.8028,2_MOBKL1A.92597,2_MRAP2.112609,2_MS4A8B.83661,2_MSMP.692094,2_MSRB2.22921,2_MTHFD2.10797,2_MXI1.4601,2_NEU4.129807,2_NLGN2.57555,2_NMRAL1.57407,2_NPHP1.4867,2_NPNT.255743,2_NRK.203447,2_NTN4.59277,2_NTNG1.22854,2_NUP85.79902,2_OASL.8638,2_OR2B6.26212,2_OR4N4.283694,2_OSR2.116039,2_PAK4.10298,2_PARVB.29780,2_PCDHB1.29930,2_PCNT.5116,2_PDLIM3.27295,2_PELI2.57161,2_PIP4K2B.8396,2_PITX1.5307,2_PKD2.5311,2_PLAC8L1.153770,2_POLR2L.5441,2_POSTN.10631,2_POU6F2.11281,2_PRDM16.63976,2_PRRX1.5396,2_PTENP1.11191,2_PTTG1.9232,2_PTTG3P.26255,2_RAB2B.84932,2_RAB8A.4218,2_RAD18.56852,2_RAET1K.646024,2_RASSF3.283349,2_RCOR2.283248,2_RGS13.6003,2_RNASET2.8635,2_RNF113B.140432,2_RNF208.727800,2_ROR1.4919,2_RPAP2.79871,2_RPL5.6125,2_RPL8.6132,2_RPRD1B.58490,2_RUNX2.860,2_SAMD3.154075,2_SAR1A.56681,2_SCMH1.22955,2_SEMA6C.10500,2_SEPT7.989,2_SFRS13B.135295,2_SHPK.23729,2_SIPA1.6494,2_SLC18A3.6572,2_SLC25A40.55972,2_SLC26A7.115111,2_SLC33A1.9197,2_SLC44A3.126969,2_SLC7A3.84889,2_SMS.6611,2_SNHG5.387066,2_SNTG2.54221,2_SNX10.29887,2_SNX18.112574,2_STAC.6769,2_STK3.6788,2_STK40.83931,2_SULF2.55959,2_TAAR9.134860,2_TBC1D20.128637,2_TCP10.6953,2_TCTEX1D4.343521,2_TDH.157739,2_TFB2M.64216,2_TG.7038,2_TGFBR2.7048,2_TIFA.92610,2_TIMM50.92609,2_TMED2.10959,2_TMEM106C.79022,2_TMEM150C.441027,2_TMEM184A.202915,2_TMEM220.388335,2_TMSB10.9168,2_TOE1.114034,2_TOX3.27324,2_TPT1.7178,2_TRAPPC6A.79090,2_TRIM56.81844,2_TRMT2B.79979,2_TSC22D1.8848,2_TSPAN19.144448,2_TSSK6.83983,2_TTC12.54970,2_TYR.7299,2_UACA.55075,2_UBQLNL.143630,2_UNG.7374,2_USP3.9960,2_USP4.7375,2_VEPH1.79674,2_VWA5B1.127731,2_VWC2.375567,2_WDR65.149465,2_YDJC.150223,2_YPEL4.219539,2_YSK4.80122,2_ZCCHC12.170261,2_ZIK1.284307,2_ZNF311.282890,2_ZNF624.57547,2_ZNF630.57232,2_ZNF648.127665,2_ZNF766.90321,2_ZNF791.163049
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
