0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_ACADL.33,1_ACADM.34,1_ADCY5.111,1_AKAP6.9472,1_ALOXE3.59344,1_ANKS4B.257629,1_ARHGAP24.83478,1_ARHGAP42.143872,1_ARHGEF11.9826,1_ASPSCR1.79058,1_ATP11A.23250,1_BTN1A1.696,1_C1orf210.149466,1_C1orf53.388722,1_CARM1.10498,1_CCNF.899,1_CHAC2.494143,1_CPEB1.64506,1_CRY2.1408,1_CYFIP2.26999,1_CYP3A7.1551,1_DBF4.10926,1_DDAH1.23576,1_DHRS12.79758,1_DKFZP434L187.26082,1_FAM54A.113115,1_FAT4.79633,1_FBXO3.26273,1_FOSL1.8061,1_FOXA2.3170,1_FOXK2.3607,1_GLYATL1.92292,1_HMGA1.3159,1_HOXA2.3199,1_HOXA3.3200,1_HOXB13.10481,1_HTR3A.3359,1_HYAL1.3373,1_IGF2BP3.10643,1_ILF2.3608,1_INPP4B.8821,1_IQGAP2.10788,1_IYD.389434,1_KCNJ3.3760,1_KIFC1.3833,1_LOC283050.283050,1_LOC92659.92659,1_LSM2.57819,1_LYRM4.57128,1_MANBAL.63905,1_MAPK8IP1.9479,1_MSTO1.55154,1_MYO6.4646,1_NKX2.5.1482,1_NME4.4833,1_NTN4.59277,1_OTUD7A.161725,1_PAIP2B.400961,1_PGS1.9489,1_PIGU.128869,1_PIK3C2A.5286,1_PINK1.65018,1_PLCB1.23236,1_PLIN2.123,1_PLK1.5347,1_PYGO2.90780,1_RAD54L.8438,1_RAG1AP1.55974,1_RAMP3.10268,1_RCAN2.10231,1_SEMA3D.223117,1_SEPT10.151011,1_SGK1.6446,1_SLC10A6.345274,1_SLC13A1.6561,1_SLC16A4.9122,1_SLC22A11.55867,1_SLC22A24.283238,1_SLC35A3.23443,1_STAT5B.6777,1_STON1.GTF2A1L.286749,1_TAAR1.134864,1_TBC1D19.55296,1_TBC1D8B.54885,1_TM4SF19.116211,1_TM6SF2.53345,1_TRIP13.9319,1_USP39.10713,1_ZNF521.25925,1_ZXDA.7789
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
