0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage II,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.1291,1_hsa.miR.130b.3p,1_hsa.miR.149.5p,1_hsa.miR.204.5p,1_hsa.miR.21.5p,1_hsa.miR.296.5p,1_hsa.miR.301a.5p,1_hsa.miR.34c.3p,1_hsa.miR.376a.5p,1_hsa.miR.382.5p,1_hsa.miR.4423.5p,1_hsa.miR.541.3p,1_hsa.miR.590.3p,1_hsa.miR.616.5p,1_hsa.miR.659.5p,1_hsa.miR.92b.3p,2_ADCY5.111,2_AGPAT6.137964,2_AGXT.189,2_AMN.81693,2_ANKRD39.51239,2_AP4B1.10717,2_APP.351,2_ASB17.127247,2_ATG4A.115201,2_AZGP1.563,2_BARX1.56033,2_BEST1.7439,2_BIRC5.332,2_BTF3L4.91408,2_BUB3.9184,2_C16orf58.64755,2_C17orf69.147081,2_C19orf22.91300,2_C3orf34.84984,2_C4orf3.401152,2_C5orf23.79614,2_C6orf222.389384,2_C6orf26.401251,2_C7orf58.79974,2_C9orf109.286333,2_C9orf125.84302,2_C9orf70.84850,2_CABLES2.81928,2_CASQ1.844,2_CCNT2.905,2_CD14.929,2_CDKN2C.1031,2_CEP164.22897,2_CILP2.148113,2_CKLF.51192,2_COX6A1.1337,2_CPA4.51200,2_CST2.1470,2_CST6.1474,2_CTAGE1.64693,2_CXADRP3.440224,2_CYP26A1.1592,2_CYP3A7.1551,2_DCTN2.10540,2_DDX11.1663,2_DDX55.57696,2_DEPDC1B.55789,2_DHFRL1.200895,2_DHRS12.79758,2_DKFZp686O24166.374383,2_DNAH3.55567,2_DNER.92737,2_DOCK3.1795,2_DSCAML1.57453,2_EFHD2.79180,2_EPHA10.284656,2_ERC2.26059,2_ESPL1.9700,2_EXOC3L2.90332,2_EXOSC8.11340,2_EXTL2.2135,2_F2RL1.2150,2_F3.2152,2_FAM109A.144717,2_FAM122A.116224,2_FAM126B.285172,2_FAM18A.780776,2_FBXL3.26224,2_FGL2.10875,2_FLJ36031.168455,2_FOXB2.442425,2_FOXL1.2300,2_FREM1.158326,2_FRMPD2.143162,2_GADD45A.1647,2_GDF3.9573,2_GNE.10020,2_GPHN.10243,2_GPR116.221395,2_GPR78.27201,2_GPRC5D.55507,2_GSG1.83445,2_GTF3C6.112495,2_H2AFY.9555,2_HADHB.3032,2_HDHD2.84064,2_HEPACAM.220296,2_HIST1H1T.3010,2_HM13.81502,2_HNRNPUL1.11100,2_HOXA3.3200,2_HOXB9.3219,2_HRH3.11255,2_HSP90B1.7184,2_HSPBAP1.79663,2_HTR3A.3359,2_IL1F5.26525,2_IL1RL2.8808,2_ITGA9.3680,2_IYD.389434,2_KCNB2.9312,2_KCNK5.8645,2_KCNS3.3790,2_KDELR1.10945,2_KIAA1191.57179,2_KLF11.8462,2_KRT76.51350,2_LAPTM4B.55353,2_LBP.3929,2_LFNG.3955,2_LOC100130522.100130522,2_LOC151658.151658,2_LOC339240.339240,2_LOC80054.80054,2_LOC90246.90246,2_LUZP1.7798,2_MAP1LC3C.440738,2_MAPRE2.10982,2_MEST.4232,2_MFAP2.4237,2_MFSD2A.84879,2_MFSD5.84975,2_MMP13.4322,2_MYO7B.4648,2_MYOCD.93649,2_NAALADL2.254827,2_NFE2.4778,2_NIP7.51388,2_NOL7.51406,2_NOP56.10528,2_NOX4.50507,2_NPLOC4.55666,2_NPY1R.4886,2_NR1I2.8856,2_NSUN6.221078,2_NUP62.23636,2_NUTF2.10204,2_OCLM.10896,2_OGFOD1.55239,2_OPCML.4978,2_OSTBETA.123264,2_OTC.5009,2_OTUD5.55593,2_OVOL1.5017,2_P4HA3.283208,2_PAK1IP1.55003,2_PAK4.10298,2_PCOLCE.5118,2_PDE12.201626,2_PDPN.10630,2_PLEKHA1.59338,2_PLEKHB2.55041,2_PLK3.1263,2_PMAIP1.5366,2_PPAP2B.8613,2_PPAPDC1B.84513,2_PRDM13.59336,2_PRMT5.10419,2_PRMT7.54496,2_PRR24.255783,2_PSMD12.5718,2_PSMD3.5709,2_PSME4.23198,2_PTGER3.5733,2_PWP2.5822,2_RBM47.54502,2_RBMX2.51634,2_RCBTB1.55213,2_REPIN1.29803,2_RGL1.23179,2_RHOU.58480,2_RIOK3.8780,2_RNF186.54546,2_RNF216L.441191,2_RPL27A.6157,2_RPS3.6188,2_RTN2.6253,2_SAMD1.90378,2_SAMD8.142891,2_SATB1.6304,2_SFXN1.94081,2_SGCA.6442,2_SHMT1.6470,2_SIPA1L1.26037,2_SLC10A6.345274,2_SLC16A12.387700,2_SLC16A4.9122,2_SLC17A7.57030,2_SLC18A2.6571,2_SLC25A39.51629,2_SNF8.11267,2_SNHG8.100093630,2_SNX13.23161,2_SPATA6.54558,2_SPC25.57405,2_SPDYE2.441273,2_SRPX.8406,2_SSNA1.8636,2_SSTR1.6751,2_STON1.GTF2A1L.286749,2_SUMO2.6613,2_SYT11.23208,2_TECPR2.9895,2_THOC4.10189,2_THOC6.79228,2_THSD7B.80731,2_TMBIM1.64114,2_TMC1.117531,2_TMEM233.387890,2_TMEM67.91147,2_TMOD2.29767,2_TNFRSF6B.8771,2_TRPM8.79054,2_TSC22D1.8848,2_TUBGCP4.27229,2_UCK2.7371,2_UCN2.90226,2_UGDH.7358,2_UGT8.7368,2_VENTX.27287,2_VOPP1.81552,2_VPS53.55275,2_WDR31.114987,2_WDR4.10785,2_WDR61.80349,2_WDR62.284403,2_WDR77.79084,2_YARS.8565,2_ZBTB33.10009,2_ZCCHC18.644353,2_ZFP36L2.678,2_ZNF18.7566,2_ZNF613.79898,2_ZNF614.80110,2_ZNF746.155061,2_ZNF777.27153,2_ZNF780A.284323,2_ZSCAN12.9753,2_ZSWIM4.65249
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
